,ngram,PredNext,Freq
77289,wa,designed,383
77505,wa,reading,383
77530,wa,seen,376
77323,wa,far,371
77544,wa,simply,371
77303,wa,due,368
77237,wa,based,357
77285,wa,dead,357
77199,wa,afraid,356
77524,wa,said,354
77568,wa,suspended,353
77390,wa,injured,346
77561,wa,struck,344
77395,wa,introduced,339
77556,wa,standing,328
77425,wa,lost,327
77322,wa,fantastic,323
77482,wa,placed,320
77607,wa,way,312
77601,wa,using,309
77427,wa,lucky,306
77479,wa,percent,305
77542,wa,sick,304
77283,wa,cut,302
77559,wa,stolen,299
77327,wa,filled,294
77620,wa,worried,293
77436,wa,most,283
77421,wa,living,281
77219,wa,appointed,277
77374,wa,home,277
77572,wa,telling,277
77296,wa,discovered,276
77382,wa,important,275
77269,wa,closed,273
77557,wa,starting,267
77617,wa,wonderful,267
77555,wa,spent,260
77321,wa,extremely,259
77328,wa,finally,259
77291,wa,determined,258
77348,wa,glad,258
77483,wa,planning,253
77615,wa,willing,253
77384,wa,impressed,247
77628,wa,young,245
77235,wa,bad,243
77487,wa,possible,240
77507,wa,real,239
77295,wa,disappointed,237
77293,wa,different,236
77240,wa,beautiful,235
77485,wa,pleased,234
77315,wa,ever,233
77581,wa,thrilled,231
77287,wa,delicious,230
77276,wa,considered,229
77267,wa,clearly,228
77262,wa,caught,223
77531,wa,selected,222
77495,wa,pronounced,219
77608,wa,we,219
77221,wa,around,218
77256,wa,busy,218
77592,wa,truly,218
77488,wa,pregnant,216
77629,wa,younger,216
77591,wa,TRUE,210
77204,wa,allowed,209
77477,wa,particularly,208
77590,wa,treated,205
77200,wa,after,204
77274,wa,concerned,204
77355,wa,growing,204
77437,wa,mostly,203
77394,wa,interesting,202
77268,wa,close,199
77373,wa,holding,199
77379,wa,hurt,199
77445,wa,needed,196
77595,wa,two,196
77377,wa,hot,195
77622,wa,writing,195
77528,wa,second,194
77387,wa,indeed,193
77462,wa,okay,193
77603,wa,wa,190
77393,wa,interested,189
77443,wa,nearly,186
77294,wa,difficult,185
77468,wa,or,185
77220,wa,approved,184
77526,wa,scared,183
77439,wa,moving,180
77311,wa,especially,179
77589,wa,tough,179
77253,wa,broken,177
77229,wa,awarded,176
77333,wa,followed,176
77475,wa,paid,174
77370,wa,hilarious,172
77478,wa,passed,172
77517,wa,responsible,171
77566,wa,sure,168
77228,wa,available,165
77467,wa,open,162
77412,wa,leaving,161
77263,wa,certainly,157
77460,wa,often,157
77438,wa,moved,156
77498,wa,pulled,152
77408,wa,late,142
77543,wa,signed,141
77396,wa,invited,140
77626,wa,yesterday,139
77347,wa,giving,137
77419,wa,literally,131
77560,wa,stopped,131
77582,wa,thrown,130
77312,wa,established,127
77444,wa,necessary,126
77514,wa,removed,124
77265,wa,chosen,123
77316,wa,exactly,122
77554,wa,speaking,122
77252,wa,both,121
77504,wa,rather,121
77515,wa,replaced,121
77529,wa,seeing,121
77337,wa,formed,120
77392,wa,intended,118
77459,wa,offered,118
77340,wa,free,117
77404,wa,kinda,117
77594,wa,turned,117
77308,wa,either,114
77489,wa,prepared,114
77230,wa,aware,113
77418,wa,listening,113
77423,wa,long,113
77216,wa,any,111
77399,wa,issued,110
77430,wa,married,108
77244,wa,behind,106
77456,wa,obviously,105
77218,wa,apparently,104
77389,wa,initially,97
77196,wa,accused,93
77279,wa,covered,92
77584,wa,tired,92
77326,wa,filed,90
77270,wa,cold,88
77426,wa,lovely,88
77534,wa,seriously,86
77381,wa,immediately,85
77248,wa,big,84
77513,wa,reminded,83
77246,wa,best,80
77417,wa,listed,80
77522,wa,sad,80
77511,wa,referring,77
77535,wa,served,77
77448,wa,new,76
77217,wa,anything,75
77386,wa,incredible,62
77224,wa,asking,61
77330,wa,finished,60
77451,wa,nominated,60
77455,wa,obvious,60
77304,wa,during,59
77433,wa,million,59
77198,wa,added,58
77301,wa,drawn,58
77415,wa,likely,57
77238,wa,basically,56
77300,wa,drafted,56
77614,wa,where,56
77324,wa,featured,55
77446,wa,nervous,55
77474,wa,packed,55
77356,wa,hacked,54
77599,wa,upset,54
77243,wa,beginning,53
77398,wa,is,52
77406,wa,largely,52
77481,wa,picked,52
77364,wa,headed,51
77334,wa,following,50
77369,wa,high,50
77209,wa,amazed,38
77282,wa,cry,33
77317,wa,excellent,32
77227,wa,attacked,31
77518,wa,revealed,31
77225,wa,assigned,30
77231,wa,away,30
77314,wa,eventually,30
77249,wa,blown,29
77500,wa,quick,29
77201,wa,again,28
77261,wa,carrying,28
77275,wa,conducted,28
77366,wa,helping,28
77490,wa,presented,28
77501,wa,quickly,28
77523,wa,safe,28
77553,wa,soon,28
77580,wa,three,28
77610,wa,weird,28
77236,wa,barely,27
77284,wa,cute,27
77383,wa,impossible,27
77388,wa,indicted,27
77469,wa,ordered,27
77545,wa,singing,27
77562,wa,struggling,27
77202,wa,alive,26
77239,wa,beaten,26
77250,wa,booked,26
77290,wa,destroyed,26
77305,wa,dying,26
77307,wa,eating,26
77375,wa,honored,26
77416,wa,limited,26
77486,wa,plenty,26
77494,wa,promoted,26
77496,wa,proud,26
77519,wa,riding,26
77541,wa,shut,26
77233,wa,awful,25
77260,wa,calling,25
77272,wa,completed,25
77288,wa,denied,25
77353,wa,granted,25
77357,wa,had,25
77358,wa,hanging,25
77380,wa,if,25
77410,wa,launched,25
77422,wa,located,25
77491,wa,president,25
77510,wa,recorded,25
77540,wa,shown,25
77547,wa,sleeping,25
77548,wa,slightly,25
77639,wa a,good,2170
77640,wa a,great,2077
77644,wa a,little,1877
77634,wa a,bit,1220
77660,wa a,very,1021
77633,wa a,big,899
77646,wa a,lot,892
77643,wa a,kid,607
77641,wa a,huge,483
77651,wa a,nice,371
77653,wa a,pretty,287
77645,wa a,long,271
77654,wa a,real,220
77655,wa a,really,215
77658,wa a,time,186
77638,wa a,fun,181
77631,wa a,bad,161
77663,wa a,year,157
77635,wa a,blast,150
77656,wa a,small,143
77636,wa a,child,129
77632,wa a,beautiful,123
77649,wa a,member,115
77662,wa a,wonderful,92
77657,wa a,success,81
77648,wa a,man,55
77652,wa a,perfect,54
77659,wa a,tough,30
77637,wa a,different,28
77650,wa a,new,28
77647,wa a,major,27
77664,wa a,young,27
77661,wa a,way,26
77642,wa a,joke,25
77665,wa a bit,of,92
77666,wa a good,day,52
77667,wa a little,bit,28
77668,wa a lot,of,572
77669,wa a member,of,109
77670,wa a member of,the,57
77671,wa a time,when,27
77672,wa able,to,3384
77673,wa able to,get,201
77676,wa about,to,883
77675,wa about,the,85
77674,wa about,a,25
77677,wa accused,of,56
77678,wa actually,a,27
77679,wa all,about,232
77680,wa allowed,to,94
77681,wa also,a,660
77682,wa also,the,217
77683,wa always,a,28
77684,wa among,the,239
77685,wa an,amazing,105
77686,wa arrested,in,221
77687,wa arrested,on,204
77688,wa asked,to,218
77691,wa at,the,1344
77689,wa at,a,300
77690,wa at,least,50
77692,wa back,in,154
77693,wa based,on,229
77694,wa beginning,to,27
77695,wa better,than,80
77697,wa born,in,1161
77696,wa born,and,219
77698,wa built,in,107
77699,wa by,a,26
77700,wa charged,with,828
77701,wa convicted,of,79
77702,wa designed,to,95
77703,wa determined,to,55
77704,wa diagnosed,with,286
77705,wa due,to,142
77706,wa easy,to,26
77707,wa enough,to,55
77708,wa excited,to,32
77709,wa expected,to,232
77710,wa filled,with,183
77711,wa followed,by,116
77712,wa for,the,129
77713,wa forced,to,486
77716,wa found,in,131
77714,wa found,dead,25
77715,wa found,guilty,25
77717,wa founded,in,117
77718,wa from,the,30
77719,wa full,of,174
77720,wa given,a,218
77722,wa given,to,81
77721,wa given,the,53
77725,wa going,to,5879
77723,wa going,on,757
77724,wa going,through,31
77726,wa going to,be,1457
77727,wa going to,do,83
77728,wa going to,get,55
77730,wa going to,have,51
77729,wa going to,happen,25
77731,wa going to be,a,188
77732,wa gon,na,795
77733,wa good,to,147
77734,wa great,to,507
77735,wa great to,see,25
77736,wa growing,up,84
77737,wa happy,to,224
77738,wa hard,to,276
77739,wa having,a,241
77741,wa hoping,to,140
77740,wa hoping,for,27
77746,wa in,the,3305
77742,wa in,a,1118
77745,wa in,my,294
77743,wa in,fact,87
77744,wa in,his,52
77747,wa inspired,by,273
77748,wa interested,in,86
77749,wa invited,to,55
77750,wa involved,in,253
77752,wa it,wa,28
77751,wa it,a,25
77753,wa just,a,1431
77756,wa just,the,202
77757,wa just,thinking,116
77754,wa just,one,29
77755,wa just,so,28
77758,wa just,too,25
77759,wa killed,in,150
77760,wa kind,of,741
77761,wa known,a,29
77762,wa le,than,31
77763,wa like,a,415
77764,wa living,in,27
77766,wa looking,for,746
77765,wa looking,at,163
77767,wa lucky,enough,25
77768,wa lucky enough,to,25
77769,wa made,for,25
77770,wa meant,to,295
77771,wa meant to,be,55
77773,wa more,than,587
77772,wa more,of,26
77774,wa much,more,25
77776,wa my,first,558
77775,wa my,favorite,108
77777,wa named,the,25
77778,wa never,a,32
77779,wa nice,to,309
77780,wa no,longer,249
77781,wa no,way,155
77782,wa not,a,2772
77806,wa not,the,1608
77791,wa not,going,758
77793,wa not,in,644
77804,wa not,sure,610
77805,wa not,that,444
77789,wa not,even,430
77788,wa not,enough,328
77785,wa not,an,327
77803,wa not,so,304
77807,wa not,there,249
77783,wa not,able,247
77810,wa not,until,231
77795,wa not,just,225
77802,wa not,really,219
77790,wa not,for,213
77809,wa not,too,185
77798,wa not,on,176
77792,wa not,immediately,162
77797,wa not,my,158
77808,wa not,to,96
77796,wa not,much,79
77786,wa not,at,78
77784,wa not,about,60
77799,wa not,one,28
77801,wa not,quite,28
77794,wa not,it,27
77800,wa not,only,27
77787,wa not,aware,26
77811,wa not able,to,245
77812,wa not going,to,683
77813,wa not in,the,111
77814,wa not the,only,54
77818,wa on,the,1930
77815,wa on,a,421
77817,wa on,my,232
77816,wa on,his,119
77819,wa once,a,28
77820,wa one,of,4177
77822,wa one of,the,2170
77823,wa one of,those,443
77821,wa one of,my,95
77825,wa one of the,most,105
77824,wa one of the,first,54
77826,wa only,a,278
77827,wa only,one,102
77828,wa out,of,607
77829,wa part,of,934
77831,wa part of,the,225
77830,wa part of,a,154
77832,wa pretty,good,183
77833,wa pretty,much,85
77834,wa probably,the,145
77835,wa pronounced,dead,207
77836,wa pronounced dead,at,28
77837,wa published,in,56
77838,wa put,on,25
77839,wa quite,a,57
77840,wa ready,to,446
77841,wa really,good,108
77842,wa released,in,60
77843,wa responsible,for,153
77844,wa scheduled,to,195
77845,wa sent,to,211
77846,wa sentenced,to,343
77847,wa set,up,26
77848,wa shot,in,127
77849,wa shot in,the,57
77850,wa sitting,in,84
77854,wa so,much,487
77852,wa so,good,307
77851,wa so,excited,228
77853,wa so,happy,87
77855,wa so much,fun,156
77856,wa starting,to,177
77857,wa still,a,251
77858,wa still,in,175
77859,wa struck,by,81
77860,wa such,a,975
77861,wa supposed,to,1717
77862,wa supposed to,be,722
77863,wa surprised,to,29
77864,wa taken,to,589
77865,wa talking,about,503
77866,wa talking,to,179
77870,wa that,the,425
77869,wa that,it,152
77868,wa that,he,88
77867,wa that,a,60
77875,wa the,first,2727
77879,wa the,only,1384
77871,wa the,best,1266
77877,wa the,most,900
77876,wa the,last,855
77878,wa the,one,674
77882,wa the,same,245
77883,wa the,second,223
77880,wa the,perfect,194
77873,wa the,case,167
77881,wa the,right,125
77884,wa the,worst,117
77874,wa the,day,54
77872,wa the,biggest,51
77885,wa the first,time,574
77886,wa the last,time,203
77887,wa the one,who,25
77888,wa the only,one,270
77890,wa there,to,136
77889,wa there,for,25
77891,wa thinking,about,233
77892,wa thinking,of,78
77894,wa time,to,690
77893,wa time,for,175
77895,wa to,be,693
77896,wa to,get,58
77897,wa to,make,27
77898,wa told,that,109
77899,wa told,to,27
77901,wa too,much,101
77900,wa too,late,25
77902,wa trying,to,1727
77903,wa unable,to,491
77904,wa up,to,31
77905,wa used,to,216
77906,wa waiting,for,130
77907,wa wearing,a,152
77908,wa willing,to,241
77909,wa with,the,83
77910,wa wondering,if,104
77911,wa working,on,152
77912,wa worried,about,26
77913,wa worth,it,141
77915,wa year,old,543
77914,wa year,ago,52
77916,wa your,favorite,92
77917,wage,and,186
77932,wait,to,11501
77921,wait,for,7269
77933,wait,until,2284
77931,wait,till,1345
77918,wait,a,815
77930,wait,til,681
77919,wait,and,680
77935,wait,what,589
77925,wait,it,293
77928,wait,that,240
77936,wait,you,213
77929,wait,the,200
77924,wait,is,157
77923,wait,in,149
77934,wait,wait,68
77922,wait,i,57
77926,wait,on,26
77927,wait,so,26
77920,wait,do,25
77937,wait a,minute,130
77938,wait and,see,187
77942,wait for,the,1844
77940,wait for,it,271
77939,wait for,a,194
77944,wait for,you,168
77941,wait for,my,85
77943,wait for,this,33
77952,wait to,see,3987
77946,wait to,get,1095
77949,wait to,hear,682
77947,wait to,go,277
77945,wait to,be,187
77951,wait to,read,157
77950,wait to,meet,113
77956,wait to,watch,85
77953,wait to,share,53
77948,wait to,have,33
77954,wait to,start,25
77955,wait to,try,25
77961,wait to see,you,904
77960,wait to see,what,450
77959,wait to see,the,303
77957,wait to see,it,148
77958,wait to see,my,28
77962,wait until,the,239
77963,wait until,you,26
77964,waited,for,702
77967,waiting,for,7291
77972,waiting,to,1995
77970,waiting,on,1059
77968,waiting,in,512
77971,waiting,room,288
77969,waiting,list,131
77965,waiting,and,54
77966,waiting,at,31
77977,waiting for,the,1487
77973,waiting for,a,564
77979,waiting for,you,335
77976,waiting for,my,286
77975,waiting for,me,135
77974,waiting for,him,26
77978,waiting for,this,25
77980,waiting for you,to,25
77981,waiting in,line,27
77982,waiting on,the,25
77983,waiting to,be,234
77986,waiting to,see,174
77984,waiting to,get,26
77985,waiting to,hear,25
77989,wake,up,5018
77988,wake,of,734
77987,wake,me,173
77990,wake me,up,119
77991,wake of,the,177
77992,wake up,and,542
77995,wake up,in,232
77996,wake up,to,186
77994,wake up,call,59
77993,wake up,at,57
77997,wake up in,the,86
77998,waking,up,1685
78000,waking up,to,133
77999,waking up,at,27
78001,wal,mart,907
78002,waldo,emerson,213
78012,walk,in,1967
78020,walk,to,1130
78006,walk,away,1129
78013,walk,into,832
78004,walk,and,784
78018,walk,the,767
78005,walk,around,759
78019,walk,through,698
78016,walk,on,692
78022,walk,with,552
78017,walk,out,536
78003,walk,a,310
78021,walk,up,300
78015,walk,off,297
78009,walk,down,223
78008,walk,by,212
78014,walk,of,181
78010,walk,for,108
78011,walk,from,28
78007,walk,back,25
78023,walk around,the,53
78024,walk away,from,127
78025,walk in,the,432
78026,walk into,a,167
78027,walk into,the,116
78028,walk on,the,26
78029,walk out,of,58
78030,walk through,the,126
78031,walk to,the,208
78037,walked,into,752
78036,walked,in,646
78039,walked,out,576
78033,walked,away,443
78043,walked,to,268
78042,walked,through,199
78041,walked,the,198
78035,walked,by,159
78044,walked,up,155
78032,walked,around,115
78038,walked,off,28
78040,walked,over,28
78034,walked,back,26
78045,walked away,from,25
78046,walked into,the,207
78047,walked out,of,80
78048,walked to,the,28
78049,walker,and,55
78051,walking,around,804
78056,walking,in,489
78060,walking,the,321
78055,walking,down,319
78061,walking,through,254
78062,walking,to,244
78053,walking,dead,239
78058,walking,on,231
78057,walking,into,210
78050,walking,and,113
78063,walking,with,92
78052,walking,away,80
78059,walking,out,78
78054,walking,distance,55
78064,walking down,the,58
78065,walking in,the,26
78066,walking through,the,25
78074,wall,street,2458
78068,wall,and,1358
78073,wall,of,1057
78071,wall,in,378
78076,wall,the,208
78077,wall,to,194
78069,wall,are,141
78067,wall,a,111
78078,wall,with,54
78075,wall,that,51
78070,wall,for,36
78072,wall,is,25
78079,wall of,the,96
78080,wall street,journal,498
78081,walt,disney,280
78082,wan,na,15121
78087,wan na,go,1853
78083,wan na,be,1517
78093,wan na,see,1026
78086,wan na,get,681
78085,wan na,do,540
78089,wan na,know,403
78094,wan na,talk,211
78088,wan na,hear,168
78092,wan na,play,111
78084,wan na,come,99
